,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
2026-04-12,13:04:54.428,  161.22,  568.36,   52.12,  247.91,   52.39,  247.93,   55.72,  251.27,  321.45, 1315.48,    129565, 1636.93,    5.86,    0.63,    4.04,    0.31,    4.02,    0.30,    4.06,    0.33,   17.99,    1.56,       787,   19.55,    339.44,   1317.04,   1656.48
2026-04-12,13:04:55.429,  629.99,  433.56,  231.75,  279.86,  232.02,  279.89,  235.37,  283.26, 1329.13, 1276.58,    134931, 2605.71,    5.41,    0.68,    3.70,    0.33,    3.65,    0.32,    3.69,    0.34,   16.45,    1.67,       817,   18.12,   1345.58,   1278.25,   2623.83
2026-04-12,13:04:56.428,  464.60,  381.09,  310.89,  267.53,  311.00,  267.53,  314.38,  270.86, 1400.86, 1187.01,    132404, 2587.87,    4.61,    0.72,    2.75,    0.28,    2.70,    0.27,    2.91,    0.48,   12.97,    1.75,      7630,   14.72,   1413.83,   1188.76,   2602.59
2026-04-12,13:04:57.428,  531.96,  505.17,  292.59,  264.82,  292.81,  264.82,  296.20,  268.18, 1413.57, 1302.98,    132810, 2716.55,    4.49,    0.68,    2.91,    0.28,    2.88,    0.27,    3.00,    0.40,   13.29,    1.63,      4116,   14.91,   1426.86,   1304.61,   2731.47
2026-04-12,13:04:58.429,  359.37,  234.10,  169.99,  168.75,  170.07,  168.75,  173.46,  172.09,  872.89,  743.69,    131664, 1616.58,    2.96,    0.48,    1.91,    0.17,    1.90,    0.17,    2.02,    0.29,    8.79,    1.10,      4184,    9.89,    881.68,    744.80,   1626.48
2026-04-12,13:04:59.429,  172.92,  136.59,  117.97,  110.06,  118.01,  110.07,  121.38,  113.42,  530.27,  470.14,    129899, 1000.41,    3.06,    0.42,    2.35,    0.28,    2.36,    0.27,    2.36,    0.28,   10.13,    1.26,       164,   11.39,    540.40,    471.40,   1011.80
2026-04-12,13:05:00.428,  495.15,  353.25,  254.06,  269.01,  254.31,  269.04,  257.64,  272.37, 1261.15, 1163.67,    132501, 2424.81,    4.36,    0.65,    2.74,    0.25,    2.69,    0.24,    2.82,    0.36,   12.61,    1.49,      4286,   14.10,   1273.76,   1165.16,   2438.92
2026-04-12,13:05:01.429,  597.52,  438.60,  260.45,  277.64,  260.67,  277.64,  264.03,  281.00, 1382.68, 1274.89,    133490, 2657.57,    3.99,    0.62,    2.49,    0.24,    2.44,    0.23,    2.53,    0.32,   11.45,    1.41,      2838,   12.86,   1394.13,   1276.30,   2670.43
2026-04-12,13:05:02.429,  692.24,  390.26,  234.00,  260.91,  234.11,  260.89,  237.42,  264.23, 1397.77, 1176.30,    134647, 2574.07,   11.82,    4.36,    6.55,    1.23,    6.50,    1.22,    6.50,    1.25,   31.37,    8.06,       610,   39.43,   1429.14,   1184.36,   2613.50
2026-04-12,13:05:03.429,  499.42,  393.29,  291.13,  279.12,  291.34,  279.21,  294.64,  282.50, 1376.53, 1234.11,    132323, 2610.64,   13.16,    3.88,    8.12,    1.34,    8.08,    1.35,    8.15,    1.42,   37.51,    7.99,      2726,   45.50,   1414.04,   1242.10,   2656.14
2026-04-12,13:05:04.430,  524.11,  430.06,  274.90,  276.89,  275.15,  276.90,  278.49,  280.25, 1352.66, 1264.10,    132615, 2616.76,    4.30,    0.64,    2.61,    0.27,    2.61,    0.27,    2.66,    0.34,   12.17,    1.52,      2352,   13.69,   1364.83,   1265.62,   2630.45
2026-04-12,13:05:05.429,  556.80,  394.88,  146.09,  149.09,  146.35,  149.17,  149.26,  152.14,  998.51,  845.27,    118871, 1843.78,    7.78,    1.89,    4.09,    0.74,    4.02,    0.74,    4.24,    0.96,   20.13,    4.33,      8321,   24.46,   1018.64,    849.60,   1868.24
2026-04-12,13:05:06.429,   78.83,   71.73,   52.65,   27.95,   52.73,   27.95,   53.98,   29.15,  238.18,  156.78,     46474,  394.96,    4.81,    0.74,    2.12,    0.46,    2.10,    0.47,    2.15,    0.49,   11.18,    2.17,      1078,   13.35,    249.36,    158.94,    408.31
2026-04-12,13:05:07.430,  104.34,  144.42,   60.45,   49.52,   60.52,   49.51,   61.87,   50.80,  287.18,  294.25,     50494,  581.42,   15.27,    8.92,    5.35,    1.11,    5.33,    1.10,    5.58,    1.34,   31.53,   12.47,      9196,   44.00,    318.71,    306.72,    625.42
2026-04-12,13:05:08.430,   86.69,   78.61,   51.15,   27.30,   51.23,   27.31,   52.54,   28.55,  241.61,  161.77,     47936,  403.38,    3.32,    3.46,    0.94,    0.70,    0.94,    0.70,    0.98,    0.75,    6.18,    5.61,      1648,   11.79,    247.80,    167.38,    415.18
2026-04-12,13:05:09.430,   94.43,  120.13,   55.72,   43.56,   55.82,   43.56,   57.05,   44.74,  263.02,  252.00,     46123,  515.01,    2.61,    0.57,    1.82,    0.20,    1.81,    0.20,    1.99,    0.38,    8.22,    1.35,      6927,    9.57,    271.24,    253.34,    524.58
2026-04-12,13:05:10.430,   92.30,  128.02,   58.60,   47.16,   58.71,   47.15,   59.93,   48.33,  269.54,  270.66,     46184,  540.20,    2.34,    0.70,    1.52,    0.25,    1.54,    0.26,    1.77,    0.48,    7.17,    1.69,      8775,    8.86,    276.71,    272.35,    549.07
2026-04-12,13:05:11.430,   37.65,    3.98,   30.16,    1.51,   30.18,    1.52,   30.99,    2.25,  128.98,    9.27,     28275,  138.24,    0.65,    0.11,    0.38,    0.06,    0.38,    0.06,    0.40,    0.09,    1.80,    0.32,      1015,    2.12,    130.78,      9.58,    140.36
2026-04-12,13:05:12.431,   23.59,    2.90,   14.53,    0.66,   14.53,    0.66,   15.29,    1.39,   67.94,    5.61,     28029,   73.54,    1.14,    0.71,    0.22,    0.03,    0.23,    0.03,    0.66,    0.47,    2.25,    1.25,     16898,    3.50,     70.19,      6.85,     77.04
2026-04-12,13:05:13.431,   29.95,    2.32,   11.67,    0.47,   11.64,    0.47,   12.36,    1.10,   65.63,    4.36,     24746,   69.99,    0.24,    0.07,    0.14,    0.03,    0.14,    0.03,    0.15,    0.04,    0.67,    0.16,       352,    0.83,     66.30,      4.51,     70.81
2026-04-12,13:05:14.432,   37.43,    3.42,   12.20,    0.72,   12.20,    0.70,   13.02,    1.44,   74.84,    6.28,     28533,   81.12,    0.73,    0.28,    0.36,    0.07,    0.36,    0.07,    0.47,    0.19,    1.92,    0.61,      4528,    2.54,     76.76,      6.89,     83.66
2026-04-12,13:05:15.432,   40.73,   11.69,   17.89,    3.11,   17.91,    3.13,   18.78,    3.99,   95.31,   21.92,     35125,  117.22,    8.62,    3.03,    2.71,    1.70,    2.68,    1.69,    2.91,    1.89,   16.92,    8.31,      7925,   25.23,    112.23,     30.22,    142.45
2026-04-12,13:05:16.432,   40.07,    1.59,    7.39,    0.22,    7.39,    0.23,    8.02,    0.83,   62.87,    2.87,     24383,   65.75,    0.93,    0.48,    0.22,    0.12,    0.22,    0.13,    0.41,    0.31,    1.78,    1.03,      7161,    2.81,     64.65,      3.90,     68.55
2026-04-12,13:05:17.432,   24.41,    1.71,   13.40,    0.24,   13.40,    0.25,   14.09,    0.88,   65.29,    3.08,     24474,   68.37,    0.91,    0.56,    0.33,    0.20,    0.32,    0.20,    0.50,    0.38,    2.05,    1.34,      6681,    3.39,     67.34,      4.41,     71.75
2026-04-12,13:05:18.432,   20.61,    1.77,   15.32,    0.26,   15.34,    0.26,   16.01,    0.90,   67.29,    3.18,     24783,   70.47,    0.79,    0.43,    0.21,    0.11,    0.21,    0.10,    0.37,    0.26,    1.58,    0.90,      6160,    2.48,     68.87,      4.08,     72.96
2026-04-12,13:05:19.432,   26.77,    4.80,   15.49,    1.00,   15.50,    1.02,   16.26,    1.73,   74.01,    8.54,     27692,   82.56,    2.61,    0.71,    1.61,    0.29,    1.59,    0.29,    1.75,    0.43,    7.57,    1.72,      5574,    9.29,     81.58,     10.27,     91.85
2026-04-12,13:05:20.432,   29.54,    7.44,   17.44,    1.71,   17.47,    1.69,   18.27,    2.49,   82.72,   13.33,     30534,   96.05,    4.44,    1.53,    1.15,    0.48,    1.14,    0.48,    1.34,    0.66,    8.07,    3.16,      7067,   11.23,     90.79,     16.49,    107.28
2026-04-12,13:05:21.432,   18.05,    2.18,   14.77,    0.25,   14.77,    0.26,   15.38,    0.83,   62.97,    3.53,     22398,   66.50,    0.85,    0.72,    0.33,    0.07,    0.33,    0.07,    0.44,    0.18,    1.94,    1.04,      3718,    2.98,     64.91,      4.56,     69.48
2026-04-12,13:05:22.432,   20.40,    2.54,   17.42,    0.29,   17.44,    0.30,   18.23,    1.06,   73.49,    4.20,     28992,   77.69,    1.06,    0.80,    0.44,    0.10,    0.44,    0.10,    0.58,    0.21,    2.52,    1.21,      4601,    3.74,     76.01,      5.41,     81.42
2026-04-12,13:05:23.432,   18.74,    2.67,   16.24,    0.38,   16.24,    0.38,   16.99,    1.07,   68.21,    4.50,     26877,   72.71,    0.86,    0.62,    0.32,    0.10,    0.32,    0.10,    0.43,    0.20,    1.92,    1.02,      3798,    2.94,     70.13,      5.52,     75.65
2026-04-12,13:05:24.432,   22.84,    1.92,   14.29,    0.23,   14.32,    0.23,   14.98,    0.86,   66.43,    3.24,     24583,   69.67,    0.55,    0.34,    0.09,    0.06,    0.10,    0.06,    0.19,    0.15,    0.94,    0.60,      3485,    1.54,     67.36,      3.85,     71.21
2026-04-12,13:05:25.432,   22.08,    2.61,   16.15,    0.37,   16.16,    0.36,   16.84,    1.01,   71.23,    4.35,     25242,   75.58,    0.86,    0.34,    0.34,    0.08,    0.33,    0.09,    0.44,    0.18,    1.97,    0.69,      3440,    2.67,     73.21,      5.04,     78.25
2026-04-12,13:05:26.433,   21.33,    2.41,   17.37,    0.30,   17.40,    0.32,   18.11,    1.00,   74.20,    4.03,     26856,   78.23,    0.85,    0.34,    0.24,    0.05,    0.24,    0.06,    0.38,    0.18,    1.72,    0.63,      4919,    2.34,     75.92,      4.66,     80.58
2026-04-12,13:05:27.433,   24.53,    2.07,   14.67,    0.27,   14.67,    0.27,   15.33,    0.89,   69.20,    3.50,     24270,   72.70,    0.62,    0.27,    0.16,    0.05,    0.16,    0.05,    0.27,    0.15,    1.22,    0.52,      3615,    1.74,     70.42,      4.02,     74.44
2026-04-12,13:05:28.433,   17.98,    2.54,   15.63,    0.37,   15.63,    0.38,   16.35,    1.03,   65.59,    4.32,     25307,   69.91,    0.58,    0.23,    0.13,    0.06,    0.14,    0.06,    0.21,    0.12,    1.06,    0.47,      2692,    1.52,     66.65,      4.78,     71.43
2026-04-12,13:05:29.432,   21.96,    2.65,   17.16,    0.35,   17.15,    0.35,   17.98,    1.12,   74.25,    4.48,     29371,   78.73,    0.57,    0.23,    0.12,    0.05,    0.12,    0.05,    0.21,    0.14,    1.02,    0.48,      3116,    1.50,     75.27,      4.96,     80.23
2026-04-12,13:05:30.432,   19.47,    3.37,   16.82,    0.49,   16.81,    0.48,   17.61,    1.23,   70.71,    5.57,     27965,   76.28,    1.35,    0.23,    0.37,    0.08,    0.37,    0.09,    0.43,    0.15,    2.52,    0.54,      2403,    3.06,     73.22,      6.11,     79.34
2026-04-12,13:05:31.432,   24.05,    6.99,   15.28,    1.39,   15.27,    1.39,   16.10,    2.14,   70.70,   11.90,     29300,   82.60,    1.22,    0.27,    0.61,    0.09,    0.63,    0.10,    0.67,    0.14,    3.13,    0.61,      1731,    3.74,     73.83,     12.51,     86.34
2026-04-12,13:05:32.432,   21.52,    4.06,   15.75,    0.83,   15.76,    0.82,   16.56,    1.60,   69.59,    7.31,     29565,   76.90,    0.82,    0.30,    0.27,    0.07,    0.28,    0.07,    0.33,    0.14,    1.70,    0.58,      2483,    2.28,     71.29,      7.89,     79.18
2026-04-12,13:05:33.432,   19.52,    2.74,   16.42,    0.47,   16.41,    0.49,   17.23,    1.24,   69.58,    4.93,     29088,   74.51,    0.61,    0.22,    0.17,    0.05,    0.18,    0.05,    0.25,    0.12,    1.21,    0.43,      2454,    1.64,     70.79,      5.36,     76.15
2026-04-12,13:05:34.433,   21.54,    5.73,   17.57,    1.15,   17.58,    1.15,   18.45,    1.97,   75.14,    9.99,     31491,   85.13,    1.26,    0.29,    0.72,    0.11,    0.71,    0.11,    0.78,    0.16,    3.47,    0.66,      2134,    4.13,     78.60,     10.66,     89.26
2026-04-12,13:05:35.433,   20.31,    5.78,   16.14,    1.28,   16.16,    1.28,   16.98,    2.06,   69.58,   10.39,     30000,   79.98,    1.61,    0.39,    0.94,    0.18,    0.95,    0.19,    1.00,    0.25,    4.50,    1.01,      2345,    5.52,     74.09,     11.41,     85.50
2026-04-12,13:05:36.434,   21.27,    4.30,   17.33,    0.88,   17.34,    0.88,   18.17,    1.66,   74.10,    7.72,     30008,   81.82,    0.88,    0.50,    0.31,    0.24,    0.32,    0.24,    0.39,    0.31,    1.91,    1.28,      2803,    3.19,     76.01,      9.00,     85.01
