,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2026-04-12,19:38:39.554,10161.13,  985.04, 4105.85,  345.22, 4108.29,  344.89, 4104.63,  342.47,22479.90, 2017.63,    140049,24497.53, 2511.93,  180.72, 2496.67,  179.45, 2494.70,  178.01, 2489.35,  174.85, 9992.65,  713.04,    133318,10705.69,  32472.55,   2730.67,  35203.22
2026-04-12,19:38:40.553, 9969.26,  992.15, 4012.71,  342.32, 4014.01,  341.73, 4010.52,  339.40,22006.51, 2015.61,    139425,24022.11, 2463.86,  178.93, 2435.06,  174.49, 2434.57,  173.49, 2428.23,  169.67, 9761.72,  696.58,    133087,10458.30,  31768.22,   2712.18,  34480.41
2026-04-12,19:38:41.553,10358.83,  968.44, 4059.13,  338.87, 4061.14,  337.91, 4057.72,  336.35,22536.82, 1981.57,    139745,24518.38, 2321.85,  173.88, 2307.70,  173.24, 2305.33,  171.66, 2300.63,  168.36, 9235.51,  687.14,    132824, 9922.65,  31772.33,   2668.71,  34441.04
2026-04-12,19:38:42.553, 9720.40, 1050.64, 3622.62,  331.83, 3624.56,  331.00, 3620.04,  328.42,20587.63, 2041.89,    136917,22629.53, 1910.34,  191.72, 1757.30,  152.77, 1765.55,  154.83, 1747.28,  147.82, 7180.46,  647.14,    131718, 7827.60,  27768.09,   2689.03,  30457.12
2026-04-12,19:38:43.553,12158.60,  948.47, 4272.08,  330.48, 4274.38,  330.00, 4269.08,  327.24,24974.14, 1936.18,    140984,26910.32, 1324.10,  168.82, 1307.36,  166.69, 1306.61,  165.92, 1300.80,  161.90, 5238.87,  663.33,    130351, 5902.20,  30213.01,   2599.51,  32812.52
2026-04-12,19:38:44.553,11985.08,  929.98, 4222.77,  326.88, 4224.15,  325.62, 4219.86,  323.56,24651.86, 1906.04,    140608,26557.90, 1311.91,  167.88, 1296.43,  166.19, 1294.96,  164.99, 1290.11,  161.36, 5193.40,  660.42,    130160, 5853.82,  29845.27,   2566.46,  32411.72
2026-04-12,19:38:45.553,12198.18,  940.83, 4296.06,  328.30, 4298.51,  327.67, 4294.38,  325.30,25087.13, 1922.10,    141161,27009.23, 1336.49,  167.31, 1322.49,  166.44, 1320.10,  164.94, 1315.94,  161.46, 5295.03,  660.13,    130315, 5955.16,  30382.16,   2582.23,  32964.40
2026-04-12,19:38:46.553,11978.70,  934.84, 4210.64,  326.29, 4213.53,  325.33, 4209.21,  323.15,24612.08, 1909.61,    140325,26521.70, 1315.81,  166.45, 1302.19,  165.48, 1300.23,  164.20, 1296.24,  160.74, 5214.47,  656.87,    130132, 5871.34,  29826.55,   2566.48,  32393.03
2026-04-12,19:38:47.553,12397.07,  947.35, 4353.68,  329.42, 4355.63,  328.71, 4350.37,  326.06,25456.75, 1931.55,    141180,27388.30, 1365.02,  169.11, 1351.75,  168.58, 1349.12,  166.93, 1345.49,  163.66, 5411.37,  668.28,    130502, 6079.65,  30868.12,   2599.82,  33467.95
2026-04-12,19:38:48.553,12196.63,  938.00, 4273.39,  324.41, 4276.24,  323.59, 4271.63,  321.27,25017.90, 1907.27,    140686,26925.17, 1347.78,  167.55, 1334.66,  166.63, 1331.83,  165.29, 1327.38,  161.66, 5341.65,  661.12,    130203, 6002.77,  30359.55,   2568.40,  32927.95
2026-04-12,19:38:49.553,12402.44,  950.01, 4317.85,  327.47, 4320.33,  326.63, 4314.61,  324.11,25355.23, 1928.22,    141055,27283.44, 1367.43,  165.30, 1354.34,  164.80, 1351.88,  163.39, 1347.96,  159.94, 5421.62,  653.44,    130394, 6075.06,  30776.85,   2581.66,  33358.50
2026-04-12,19:38:50.553,12381.68,  945.27, 4320.04,  326.00, 4322.59,  325.51, 4318.28,  323.46,25342.59, 1920.24,    140988,27262.83, 1381.34,  168.14, 1367.61,  167.28, 1365.08,  166.16, 1361.11,  162.80, 5475.15,  664.37,    130387, 6139.52,  30817.74,   2584.61,  33402.35
2026-04-12,19:38:51.553,12320.49,  966.09, 4293.20,  333.13, 4293.65,  331.81, 4289.70,  329.39,25197.05, 1960.42,    141082,27157.47, 1373.89,  170.60, 1360.50,  169.81, 1358.53,  168.60, 1354.50,  165.07, 5447.43,  674.08,    130414, 6121.50,  30644.47,   2634.50,  33278.97
2026-04-12,19:38:52.553,12222.46,  954.05, 4264.16,  332.28, 4265.45,  331.40, 4261.79,  329.25,25013.86, 1946.97,    140321,26960.83, 1367.63,  166.40, 1354.80,  165.93, 1352.67,  164.63, 1348.48,  161.04, 5423.57,  657.99,    130346, 6081.56,  30437.43,   2604.96,  33042.40
2026-04-12,19:38:53.552,12450.89,  969.44, 4330.71,  335.33, 4333.64,  334.67, 4329.46,  332.47,25444.70, 1971.91,    141227,27416.61, 1394.71,  159.00, 1369.45,  154.73, 1367.78,  153.29, 1361.99,  149.52, 5493.93,  616.54,    130479, 6110.47,  30938.63,   2588.45,  33527.08
2026-04-12,19:38:54.552,12348.03,  955.11, 4303.37,  332.13, 4305.59,  330.77, 4302.53,  329.25,25259.52, 1947.26,    140984,27206.78, 1374.64,  157.26, 1361.23,  156.34, 1358.15,  154.80, 1354.11,  151.54, 5448.13,  619.95,    130254, 6068.08,  30707.65,   2567.21,  33274.86
2026-04-12,19:38:55.556,12474.62,  976.47, 4339.80,  337.52, 4340.98,  336.51, 4337.69,  334.39,25493.09, 1984.89,    141622,27477.98, 1396.44,  160.87, 1383.34,  159.92, 1381.06,  158.76, 1376.87,  155.28, 5537.71,  634.82,    130949, 6172.53,  31030.80,   2619.71,  33650.51
2026-04-12,19:38:56.552,12453.31,  939.36, 4323.04,  324.67, 4325.71,  323.83, 4321.50,  321.70,25423.56, 1909.57,    140979,27333.13, 1410.17,  177.85, 1394.29,  175.90, 1391.93,  174.81, 1387.93,  171.62, 5584.32,  700.18,    129845, 6284.50,  31007.88,   2609.75,  33617.62
2026-04-12,19:38:57.552,10581.60,  677.35, 3667.52,  231.85, 3670.40,  231.02, 3666.07,  228.99,21585.59, 1369.20,    126011,22954.80, 1353.35,  257.68, 1312.54,  249.84, 1312.44,  249.04, 1305.19,  244.97, 5283.52, 1001.54,    127544, 6285.06,  26869.11,   2370.74,  29239.85
2026-04-12,19:38:58.552, 2729.99,  180.40,  938.89,   60.44,  938.38,   59.91,  936.83,   59.06, 5544.08,  359.81,     40608, 5903.90,  461.76,  135.45,  441.20,  130.66,  439.67,  129.22,  436.24,  126.01, 1778.87,  521.34,    120170, 2300.21,   7322.96,    881.15,   8204.11
2026-04-12,19:38:59.552, 9175.64,  589.29, 3141.14,  200.77, 3141.70,  199.74, 3137.06,  197.10,18595.54, 1186.90,    134675,19782.44, 1470.96,  226.80, 1422.76,  220.38, 1421.21,  218.58, 1417.06,  215.40, 5732.00,  881.16,    130584, 6613.16,  24327.54,   2068.06,  26395.60
2026-04-12,19:39:00.552,11503.02,  720.57, 3947.82,  249.27, 3950.28,  248.71, 3946.28,  246.37,23347.40, 1464.92,    138240,24812.32, 1820.73,  275.63, 1806.48,  274.63, 1804.65,  272.83, 1800.98,  269.39, 7232.83, 1092.49,    131327, 8325.32,  30580.23,   2557.41,  33137.64
2026-04-12,19:39:01.552,11754.06,  748.87, 4037.87,  259.51, 4040.49,  258.78, 4036.21,  256.53,23868.62, 1523.71,    138849,25392.33, 1866.97,  283.97, 1853.29,  283.22, 1851.45,  281.72, 1848.34,  278.42, 7420.06, 1127.34,    131749, 8547.40,  31288.69,   2651.04,  33939.73
2026-04-12,19:39:02.552,11683.79,  739.60, 4025.49,  256.48, 4027.00,  255.70, 4023.46,  253.69,23759.75, 1505.47,    138723,25265.22, 1855.50,  278.14, 1842.27,  277.26, 1840.50,  275.95, 1836.95,  272.74, 7375.22, 1104.09,    131563, 8479.31,  31134.97,   2609.56,  33744.53
2026-04-12,19:39:03.552,11725.87,  734.65, 4039.06,  255.35, 4041.52,  254.50, 4037.21,  252.30,23843.66, 1496.79,    138799,25340.45, 1870.66,  280.57, 1856.58,  279.70, 1854.46,  278.05, 1851.13,  274.79, 7432.84, 1113.11,    131536, 8545.95,  31276.50,   2609.91,  33886.40
2026-04-12,19:39:04.552,11658.55,  710.42, 4018.33,  246.35, 4019.67,  245.43, 4015.71,  243.30,23712.26, 1445.50,    138505,25157.76, 1903.02,  302.00, 1879.55,  299.18, 1878.24,  297.80, 1874.66,  294.17, 7535.47, 1193.16,    131736, 8728.62,  31247.73,   2638.66,  33886.38
2026-04-12,19:39:05.552,10729.22,  583.48, 3670.35,  202.66, 3672.40,  201.56, 3667.57,  199.38,21739.54, 1187.07,    137168,22926.61, 2053.94,  401.92, 1970.70,  383.46, 1978.49,  384.45, 1964.66,  378.56, 7967.79, 1548.40,    132101, 9516.18,  29707.32,   2735.47,  32442.79
2026-04-12,19:39:06.552, 8195.98,  559.62, 2781.67,  195.61, 2784.74,  195.17, 2780.83,  192.54,16543.22, 1142.94,    133934,17686.17, 2966.89,  402.01, 2886.17,  383.26, 2895.14,  384.89, 2879.42,  378.39,11627.62, 1548.55,    135291,13176.16,  28170.84,   2691.49,  30862.33
2026-04-12,19:39:07.553, 8808.70,  584.20, 3022.30,  211.82, 3025.35,  211.01, 3021.70,  208.70,17878.06, 1215.72,    134267,19093.78, 3365.06,  358.22, 3346.75,  356.06, 3347.74,  354.89, 3341.88,  351.19,13401.43, 1420.36,    137104,14821.78,  31279.48,   2636.08,  33915.56
2026-04-12,19:39:08.553, 8963.53,  577.28, 3077.07,  209.21, 3079.22,  208.49, 3077.15,  206.62,18196.98, 1201.61,    134358,19398.58, 3420.83,  356.24, 3403.79,  354.43, 3404.69,  353.26, 3398.59,  349.51,13627.90, 1413.44,    137159,15041.35,  31824.88,   2615.05,  34439.93
2026-04-12,19:39:09.554, 8919.89,  580.51, 3070.22,  211.19, 3072.04,  210.78, 3069.92,  208.95,18132.07, 1211.43,    134491,19343.49, 3410.87,  357.73, 3394.94,  356.21, 3394.17,  354.79, 3389.38,  351.24,13589.35, 1419.97,    137371,15009.32,  31721.42,   2631.40,  34352.82
2026-04-12,19:39:10.554, 9063.08,  579.64, 3113.65,  210.38, 3115.99,  209.57, 3112.80,  207.49,18405.51, 1207.08,    134438,19612.58, 3454.91,  358.32, 3439.86,  357.42, 3439.13,  355.79, 3434.04,  352.51,13767.94, 1424.05,    137485,15191.99,  32173.45,   2631.12,  34804.57
2026-04-12,19:39:11.555, 8962.86,  576.78, 3066.93,  209.51, 3070.34,  208.87, 3066.96,  206.82,18167.09, 1201.97,    134411,19369.07, 3427.58,  358.87, 3412.94,  358.00, 3412.60,  356.36, 3407.26,  353.12,13660.38, 1426.35,    137451,15086.72,  31827.47,   2628.32,  34455.79
2026-04-12,19:39:12.555, 8828.62,  570.56, 3027.67,  207.71, 3030.30,  207.02, 3026.68,  205.15,17913.27, 1190.44,    134276,19103.71, 3375.92,  354.23, 3362.17,  353.37, 3360.25,  351.66, 3356.48,  348.41,13454.81, 1407.68,    137286,14862.49,  31368.08,   2598.12,  33966.20
2026-04-12,19:39:13.554, 9014.25,  575.92, 3086.60,  209.47, 3088.83,  208.65, 3086.09,  206.67,18275.77, 1200.71,    134399,19476.48, 3443.48,  358.87, 3430.00,  358.26, 3428.50,  356.29, 3424.81,  353.51,13726.80, 1426.93,    137519,15153.72,  32002.57,   2627.64,  34630.21
2026-04-12,19:39:14.554, 8772.27,  572.17, 3008.00,  207.99, 3010.73,  207.26, 3008.24,  205.42,17799.23, 1192.84,    134266,18992.07, 3358.39,  359.65, 3344.34,  359.09, 3343.91,  357.44, 3339.19,  353.83,13385.83, 1430.00,    137282,14815.83,  31185.05,   2622.84,  33807.90
2026-04-12,19:39:15.554, 8905.51,  577.07, 3047.19,  209.71, 3049.03,  208.70, 3045.49,  206.43,18047.23, 1201.91,    134210,19249.14, 3408.02,  362.79, 3394.71,  361.96, 3393.39,  360.14, 3389.82,  357.41,13585.94, 1442.30,    137098,15028.25,  31633.17,   2644.22,  34277.39
2026-04-12,19:39:16.554, 9015.24,  574.91, 3080.61,  209.13, 3083.01,  208.20, 3079.34,  205.69,18258.19, 1197.93,    134490,19456.12, 3438.32,  361.67, 3424.76,  361.11, 3424.38,  359.35, 3419.97,  356.37,13707.43, 1438.50,    137258,15145.93,  31965.62,   2636.42,  34602.04
2026-04-12,19:39:17.554, 8977.90,  571.57, 3071.04,  206.76, 3073.82,  206.00, 3070.18,  203.63,18192.95, 1187.96,    134380,19380.91, 3451.46,  368.25, 3429.16,  365.34, 3428.75,  363.83, 3423.98,  360.56,13733.34, 1457.98,    137307,15191.33,  31926.29,   2645.94,  34572.23
2026-04-12,19:39:18.554, 8997.08,  567.14, 3085.48,  205.83, 3088.06,  204.94, 3085.26,  202.79,18255.88, 1180.69,    134618,19436.58, 3451.95,  366.69, 3438.14,  365.95, 3436.52,  364.57, 3432.72,  361.56,13759.33, 1458.76,    137591,15218.10,  32015.21,   2639.46,  34654.67
2026-04-12,19:39:19.554, 8843.43,  510.34, 3025.34,  185.86, 3027.13,  185.04, 3025.36,  183.29,17921.25, 1064.52,    134407,18985.77, 3457.94,  404.89, 3437.82,  402.59, 3437.23,  400.98, 3432.73,  397.66,13765.71, 1606.12,    137689,15371.83,  31686.97,   2670.64,  34357.61
2026-04-12,19:39:20.554, 8197.56,  484.31, 2777.88,  167.62, 2783.21,  167.01, 2778.70,  164.89,16537.35,  983.83,    133803,17521.18, 3511.58,  463.31, 3402.48,  438.78, 3411.90,  440.00, 3396.61,  433.96,13722.57, 1776.04,    138075,15498.61,  30259.92,   2759.87,  33019.79
2026-04-12,19:39:21.554, 6505.76,  469.80, 2201.76,  165.22, 2206.64,  164.42, 2202.50,  161.96,13116.66,  961.40,    131945,14078.06, 4118.40,  453.87, 4037.14,  434.46, 4045.16,  435.25, 4031.83,  429.54,16232.53, 1753.12,    141145,17985.65,  29349.19,   2714.52,  32063.71
2026-04-12,19:39:22.553, 6515.57,  473.73, 2238.82,  172.96, 2241.98,  172.38, 2239.54,  170.08,13235.91,  989.15,    131734,14225.06, 4525.97,  416.44, 4508.12,  415.08, 4509.82,  413.32, 4503.53,  409.67,18047.45, 1654.51,    143778,19701.96,  31283.36,   2643.66,  33927.02
2026-04-12,19:39:23.553, 6491.79,  471.37, 2229.48,  172.36, 2232.79,  171.68, 2230.12,  169.35,13184.18,  984.76,    131853,14168.94, 4489.60,  414.46, 4472.86,  413.36, 4473.77,  411.46, 4468.80,  408.32,17905.03, 1647.60,    143429,19552.63,  31089.21,   2632.36,  33721.57
2026-04-12,19:39:24.553, 6755.86,  481.29, 2321.31,  175.08, 2324.90,  174.57, 2321.38,  172.04,13723.44, 1002.98,    132111,14726.42, 4628.34,  426.50, 4612.31,  425.53, 4614.47,  423.76, 4609.47,  420.84,18464.60, 1696.63,    144656,20161.23,  32188.04,   2699.61,  34887.65
2026-04-12,19:39:25.553, 6711.48,  478.66, 2294.75,  174.69, 2299.00,  174.37, 2295.85,  172.02,13601.09,  999.74,    131745,14600.82, 4612.01,  418.53, 4595.41,  418.08, 4596.78,  416.11, 4591.80,  412.81,18396.00, 1665.54,    144168,20061.54,  31997.09,   2665.27,  34662.36
2026-04-12,19:39:26.554, 6655.60,  473.60, 2279.45,  172.94, 2282.95,  172.25, 2280.07,  170.07,13498.08,  988.86,    132025,14486.94, 4571.41,  418.41, 4556.32,  417.52, 4557.34,  415.71, 4551.72,  412.45,18236.79, 1664.10,    144333,19900.89,  31734.87,   2652.96,  34387.83
2026-04-12,19:39:27.554, 5123.26,  365.00, 1764.40,  131.28, 1766.84,  130.80, 1764.48,  128.80,10418.98,  755.88,    102805,11174.86, 3503.18,  359.00, 3481.13,  355.30, 3481.73,  353.64, 3476.90,  350.69,13942.94, 1418.63,    136901,15361.58,  24361.92,   2174.51,  26536.43
2026-04-12,19:39:28.554, 5417.21,  371.37, 1860.84,  135.28, 1864.21,  134.69, 1861.96,  132.76,11004.23,  774.10,    116004,11778.32, 3754.86,  382.17, 3734.16,  376.88, 3733.58,  375.09, 3729.79,  371.77,14952.39, 1505.92,    140501,16458.31,  25956.61,   2280.02,  28236.63
2026-04-12,19:39:29.554, 6746.73,  416.55, 2303.25,  153.07, 2307.96,  152.09, 2304.71,  149.96,13662.65,  871.67,    131787,14534.32, 4661.71,  452.10, 4644.23,  450.67, 4644.27,  448.54, 4640.51,  445.69,18590.72, 1797.00,    144484,20387.71,  32253.37,   2668.66,  34922.04
2026-04-12,19:39:30.555, 6438.63,  353.55, 2192.57,  126.82, 2196.61,  126.03, 2193.18,  123.57,13020.99,  729.97,    131847,13750.96, 4623.93,  493.35, 4569.33,  482.59, 4571.72,  481.34, 4564.65,  477.19,18329.63, 1934.48,    144526,20264.11,  31350.62,   2664.44,  34015.07
2026-04-12,19:39:31.554, 5588.78,  321.35, 1896.51,  113.19, 1901.45,  112.62, 1897.78,  110.21,11284.52,  657.37,    131039,11941.89, 4631.23,  499.27, 4578.88,  488.04, 4582.06,  487.43, 4573.35,  483.04,18365.51, 1957.78,    144256,20323.29,  29650.04,   2615.15,  32265.19
2026-04-12,19:39:32.554, 5149.38,  317.76, 1744.18,  114.31, 1748.80,  113.69, 1745.86,  111.19,10388.23,  656.96,    130616,11045.19, 4769.40,  488.65, 4733.86,  481.75, 4736.23,  480.75, 4728.39,  476.94,18967.87, 1928.10,    145052,20895.97,  29356.10,   2585.06,  31941.16
2026-04-12,19:39:33.554, 4488.46,  320.55, 1519.67,  111.68, 1523.67,  110.65, 1520.72,  108.20, 9052.53,  651.08,    130409, 9703.61, 5018.69,  509.02, 4916.65,  488.33, 4923.88,  488.85, 4911.07,  483.55,19770.29, 1969.75,    146912,21740.04,  28822.82,   2620.83,  31443.65
2026-04-12,19:39:34.554, 4388.61,  313.20, 1509.83,  113.64, 1515.16,  112.87, 1511.90,  110.42, 8925.51,  650.13,    130168, 9575.63, 5230.55,  474.89, 5190.98,  473.48, 5192.01,  471.77, 5185.76,  468.61,20799.30, 1888.75,    149055,22688.06,  29724.81,   2538.88,  32263.69
2026-04-12,19:39:35.554, 4508.43,  322.14, 1550.06,  116.24, 1555.65,  115.46, 1552.26,  113.00, 9166.40,  666.85,    130264, 9833.25, 5351.81,  484.72, 5310.71,  483.25, 5311.82,  481.79, 5306.55,  478.15,21280.89, 1927.90,    150100,23208.79,  30447.29,   2594.75,  33042.04
2026-04-12,19:39:36.554, 4606.49,  324.44, 1580.39,  117.35, 1585.49,  116.38, 1582.44,  113.86, 9354.81,  672.03,    130187,10026.84, 5454.23,  491.09, 5411.01,  489.53, 5413.09,  488.19, 5406.69,  484.77,21685.03, 1953.57,    150560,23638.59,  31039.83,   2625.60,  33665.43
2026-04-12,19:39:37.554, 4750.96,  324.22, 1627.37,  116.67, 1632.86,  115.94, 1630.19,  113.69, 9641.38,  670.52,    130564,10311.90, 5615.78,  502.44, 5562.40,  498.88, 5564.83,  497.57, 5558.49,  494.05,22301.50, 1992.95,    152468,24294.45,  31942.89,   2663.47,  34606.35
2026-04-12,19:39:38.554, 4701.17,  321.70, 1614.14,  116.08, 1620.61,  115.39, 1617.61,  113.12, 9553.53,  666.29,    130242,10219.82, 5546.76,  498.93, 5503.17,  497.94, 5504.31,  495.61, 5499.34,  493.01,22053.59, 1985.49,    151798,24039.07,  31607.12,   2651.78,  34258.90
2026-04-12,19:39:39.554, 4626.15,  317.39, 1584.72,  114.70, 1591.18,  113.82, 1588.22,  111.90, 9390.28,  657.82,    130344,10048.09, 5464.59,  487.91, 5426.13,  487.70, 5426.26,  485.87, 5421.60,  482.69,21738.57, 1944.17,    151431,23682.74,  31128.85,   2601.99,  33730.84
2026-04-12,19:39:40.553, 4693.15,  331.28, 1607.34,  118.13, 1613.76,  117.22, 1610.41,  115.03, 9524.66,  681.66,    130291,10206.32, 5505.23,  486.15, 5463.53,  484.80, 5465.45,  483.67, 5460.08,  480.43,21894.29, 1935.05,    151320,23829.34,  31418.95,   2616.71,  34035.66
2026-04-12,19:39:41.553, 4836.48,  439.09, 1649.00,  148.67, 1655.47,  147.92, 1652.07,  146.03, 9793.02,  881.71,    130512,10674.73, 5493.36,  444.41, 5445.50,  441.82, 5448.35,  440.53, 5441.91,  437.09,21829.12, 1763.86,    151123,23592.98,  31622.14,   2645.57,  34267.71
2026-04-12,19:39:42.553, 5073.04,  658.62, 1717.44,  219.85, 1724.32,  219.40, 1720.51,  216.74,10235.31, 1314.61,    130620,11549.93, 4935.00,  384.03, 4799.44,  354.50, 4807.88,  355.31, 4794.37,  349.83,19336.70, 1443.67,    146166,20780.37,  29572.01,   2758.28,  32330.29
2026-04-12,19:39:43.554, 6132.18,  627.77, 2078.42,  213.00, 2085.25,  212.42, 2082.42,  210.24,12378.26, 1263.44,    131554,13641.70, 4262.49,  365.02, 4161.55,  344.53, 4166.40,  344.96, 4154.12,  339.40,16744.55, 1393.92,    141763,18138.47,  29122.82,   2657.36,  31780.17
2026-04-12,19:39:44.554, 7015.39,  634.97, 2388.31,  215.98, 2394.69,  215.06, 2391.00,  212.64,14189.38, 1278.65,    132274,15468.03, 3965.06,  368.94, 3864.13,  348.57, 3868.52,  348.47, 3857.48,  343.26,15555.18, 1409.24,    140053,16964.42,  29744.57,   2687.88,  32432.45
2026-04-12,19:39:45.555, 8305.79,  654.45, 2848.67,  224.86, 2855.08,  223.98, 2851.08,  221.61,16860.62, 1324.91,    133742,18185.53, 3869.50,  378.45, 3768.93,  358.93, 3772.06,  359.05, 3761.42,  354.20,15171.91, 1450.62,    139704,16622.54,  32032.53,   2775.53,  34808.06
2026-04-12,19:39:46.555, 8545.49,  597.36, 2937.54,  203.84, 2943.31,  203.14, 2940.13,  201.01,17366.47, 1205.36,    134023,18571.82, 3687.38,  368.46, 3646.20,  366.70, 3645.75,  365.26, 3640.12,  361.62,14619.45, 1462.03,    138484,16081.48,  31985.92,   2667.39,  34653.31
2026-04-12,19:39:47.556, 8827.04,  614.41, 3035.63,  209.24, 3041.60,  208.44, 3039.00,  206.16,17943.27, 1238.24,    134209,19181.51, 3788.68,  374.72, 3743.66,  372.74, 3742.12,  371.24, 3736.66,  367.68,15011.12, 1486.37,    139300,16497.49,  32954.39,   2724.61,  35679.00
2026-04-12,19:39:48.556, 8489.00,  594.66, 2918.21,  203.73, 2925.10,  202.81, 2921.58,  200.83,17253.89, 1202.03,    133815,18455.93, 3668.20,  362.24, 3628.33,  360.73, 3627.07,  359.38, 3621.68,  355.52,14545.29, 1437.87,    138107,15983.15,  31799.18,   2639.90,  34439.08
2026-04-12,19:39:49.557, 8304.95,  592.59, 2855.98,  202.44, 2862.21,  201.58, 2858.51,  199.43,16881.66, 1196.04,    133652,18077.70, 3575.22,  359.62, 3536.94,  358.53, 3535.97,  357.23, 3530.02,  353.76,14178.16, 1429.15,    137978,15607.30,  31059.81,   2625.19,  33685.00
2026-04-12,19:39:50.557, 7447.66,  585.29, 2562.98,  201.11, 2568.10,  200.31, 2564.64,  198.02,15143.37, 1184.73,    133200,16328.10, 3207.72,  330.74, 3173.10,  329.68, 3171.74,  328.27, 3167.49,  325.08,12720.04, 1313.77,    125616,14033.82,  27863.42,   2498.50,  30361.92
2026-04-12,19:39:51.557, 8351.59,  598.84, 2873.21,  204.49, 2878.95,  203.90, 2876.21,  201.85,16979.96, 1209.08,    133747,18189.03, 3595.62,  363.72, 3557.27,  362.80, 3555.43,  360.99, 3550.75,  357.62,14259.08, 1445.13,    137921,15704.20,  31239.03,   2654.20,  33893.23
2026-04-12,19:39:52.557, 8345.12,  596.56, 2868.34,  203.49, 2874.94,  202.85, 2871.44,  200.87,16959.85, 1203.77,    133697,18163.62, 3581.65,  362.19, 3542.44,  361.32, 3541.44,  359.80, 3535.76,  355.98,14201.28, 1439.29,    137814,15640.58,  31161.13,   2643.06,  33804.20
2026-04-12,19:39:53.558, 8545.10,  596.56, 2940.51,  204.09, 2945.77,  203.37, 2942.86,  201.26,17374.25, 1205.28,    133845,18579.53, 3682.60,  361.45, 3644.01,  360.63, 3642.18,  358.86, 3637.59,  355.87,14606.38, 1436.81,    138325,16043.19,  31980.62,   2642.09,  34622.71
2026-04-12,19:39:54.558, 8635.15,  606.06, 2971.44,  206.56, 2977.16,  206.16, 2974.38,  203.96,17558.13, 1222.74,    133914,18780.86, 3712.77,  362.77, 3674.68,  362.59, 3672.79,  360.71, 3668.31,  357.48,14728.55, 1443.56,    138460,16172.11,  32286.68,   2666.29,  34952.97
2026-04-12,19:39:55.559, 8396.69,  598.03, 2889.74,  204.05, 2894.87,  203.00, 2892.46,  201.18,17073.76, 1206.27,    133838,18280.03, 3611.77,  356.60, 3576.54,  356.33, 3574.72,  354.70, 3569.65,  351.08,14332.68, 1418.71,    137920,15751.38,  31406.44,   2624.97,  34031.41
2026-04-12,19:39:56.559, 8594.59,  610.79, 2958.20,  208.35, 2962.94,  207.77, 2960.35,  205.29,17476.08, 1232.20,    133903,18708.28, 3672.91,  362.65, 3634.08,  362.09, 3632.41,  360.58, 3628.33,  357.12,14567.73, 1442.44,    138292,16010.17,  32043.81,   2674.64,  34718.45
2026-04-12,19:39:57.560, 7510.44,  543.24, 2598.16,  184.93, 2602.72,  184.25, 2599.91,  182.10,15311.23, 1094.52,    118839,16405.76, 3207.80,  355.95, 3168.15,  351.60, 3166.52,  350.04, 3162.55,  346.81,12705.02, 1404.41,    137023,14109.43,  28016.25,   2498.93,  30515.18
2026-04-12,19:39:58.560, 6076.41,  423.73, 2096.10,  147.30, 2099.14,  146.36, 2094.42,  143.83,12366.08,  861.22,    114470,13227.30, 2625.92,  265.73, 2585.61,  260.88, 2583.91,  259.49, 2580.70,  256.40,10376.14, 1042.50,    134369,11418.64,  22742.22,   1903.72,  24645.94
2026-04-12,19:39:59.560, 7962.47,  560.71, 2740.80,  191.83, 2746.59,  190.98, 2743.02,  188.76,16192.88, 1132.27,    133372,17325.16, 3440.27,  339.16, 3402.22,  337.87, 3401.24,  336.27, 3396.57,  333.14,13640.30, 1346.44,    137135,14986.74,  29833.18,   2478.71,  32311.90
2026-04-12,19:40:00.560, 8194.77,  528.76, 2813.16,  180.04, 2818.77,  179.10, 2814.90,  177.07,16641.60, 1064.97,    133424,17706.57, 3598.85,  395.65, 3554.59,  392.91, 3553.12,  391.32, 3547.88,  387.77,14254.45, 1567.66,    138123,15822.10,  30896.05,   2632.63,  33528.67
2026-04-12,19:40:01.560, 7525.11,  468.97, 2565.15,  153.32, 2570.59,  152.32, 2566.80,  150.08,15227.64,  924.69,    132793,16152.33, 3597.48,  425.02, 3439.29,  399.03, 3440.25,  398.66, 3430.11,  394.34,13907.13, 1617.06,    137957,15524.19,  29134.78,   2541.74,  31676.52
2026-04-12,19:40:02.560, 7586.38,  533.83, 2611.90,  176.19, 2617.24,  175.29, 2613.59,  173.21,15429.12, 1058.52,    132913,16487.63, 3842.23,  418.78, 3789.77,  414.76, 3788.83,  412.88, 3782.71,  409.22,15203.55, 1655.64,    139544,16859.18,  30632.66,   2714.15,  33346.82
